question_title,accepted_answer_link,normalized_link
Batch using docker image in python,https://learn.microsoft.com/en-us/azure/batch/batch-docker-container-workloads,https://learn.microsoft.com/en-us/azure/batch/batch-docker-container-workloads
how to limit azure blob upload size via SAS,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/azure-subscription-service-limits#azure-blob-storage-limits,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/azure-subscription-service-limits
How to find the unused Storage Accounts and utilization of Storage Accounts?,https://learn.microsoft.com/en-us/azure/storage/common/storage-insights-overview,https://learn.microsoft.com/en-us/azure/storage/common/storage-insights-overview
SSL not working for all customers,https://learn.microsoft.com/en-us/azure/app-service/configure-ssl-certificate?tabs=apex%2Cportal#buy-and-import-app-service-certificate,https://learn.microsoft.com/en-us/azure/app-service/configure-ssl-certificate
How to convert excel binary files and excel macro enabled files to other formats in ADF?,https://learn.microsoft.com/en-us/azure/data-factory/format-excel,https://learn.microsoft.com/en-us/azure/data-factory/format-excel
Transition from Azure classic administrator roles to RBAC roles,https://learn.microsoft.com/en-us/azure/role-based-access-control/classic-administrators,https://learn.microsoft.com/en-us/azure/role-based-access-control/classic-administrators
Azure Blob Storage Synchronization for Disaster Recovery,https://learn.microsoft.com/en-us/azure/storage/common/storage-use-azcopy-v10#download-azcopy,https://learn.microsoft.com/en-us/azure/storage/common/storage-use-azcopy-v10
Resource movement from one subscription to another in Azure,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftcognitiveservices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources
Unable to browse to my webmail while connecting to Azure P2S VPN,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-forced-tunneling-rm,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-forced-tunneling-rm
Invite external users to access and contribute to Azure Sentinel,https://learn.microsoft.com/en-us/azure/lighthouse/how-to/manage-sentinel-workspaces,https://learn.microsoft.com/en-us/azure/lighthouse/how-to/manage-sentinel-workspaces
Speech to text Curl command not working,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/get-started-speech-to-text?tabs=windows%2Cterminal&pivots=programming-language-rest#recognize-speech-from-a-file,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/get-started-speech-to-text
Anomaly detector deprecated,https://learn.microsoft.com/en-us/azure/machine-learning/component-reference/train-anomaly-detection-model?view=azureml-api-2,https://learn.microsoft.com/en-us/azure/machine-learning/component-reference/train-anomaly-detection-model
APIM Shared Dashboard,https://learn.microsoft.com/en-us/azure/azure-monitor/app/availability-overview,https://learn.microsoft.com/en-us/azure/azure-monitor/app/availability-overview
"Azure 仮想ネットワークゲートウェイとパブリックIPアドレスのBasic SKUは2025年3月31日以降作成できなくりますか (Will I not be able to create Basic SKUs for Azure virtual network gateways and public IP addresses after March 31, 2025?)",https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/public-ip-basic-upgrade-guidance,https://learn.microsoft.com/en-us/azure/virtual-network/ip-services/public-ip-basic-upgrade-guidance
Can we use Azure as a Cloud VPN?,https://learn.microsoft.com/en-us/azure/bastion/,https://learn.microsoft.com/en-us/azure/bastion
"Is there an instance type on Azure Cloud that has a Windows OS, a GPU and supports nested virtualization?",https://learn.microsoft.com/en-us/azure/virtual-machines/acu,https://learn.microsoft.com/en-us/azure/virtual-machines/acu
Connect to Vertica for JDBC From pyspark azure synapse analytics,https://learn.microsoft.com/en-us/azure/data-factory/connector-vertica?tabs=data-factory,https://learn.microsoft.com/en-us/azure/data-factory/connector-vertica
custom parameter syntax,https://learn.microsoft.com/en-us/azure/synapse-analytics/cicd/continuous-integration-delivery#custom-parameter-syntax,https://learn.microsoft.com/en-us/azure/synapse-analytics/cicd/continuous-integration-delivery
"When restoring an Azure portal SQL database, an instance is created as the current DB",https://learn.microsoft.com/en-us/azure/azure-sql/database/long-term-backup-retention-configure?view=azuresql&tabs=portal#create-long-term-retention-policies,https://learn.microsoft.com/en-us/azure/azure-sql/database/long-term-backup-retention-configure
Share access with my Storage account,https://learn.microsoft.com/en-us/azure/storage/common/storage-sas-overview,https://learn.microsoft.com/en-us/azure/storage/common/storage-sas-overview
Add button disabled in Email Communication Services MailFrom addresses,https://learn.microsoft.com/en-us/azure/communication-services/concepts/service-limits#email,https://learn.microsoft.com/en-us/azure/communication-services/concepts/service-limits
Possible to Generate File Share SAS with Managed Identity?,https://learn.microsoft.com/en-us/azure/storage/common/storage-sas-overview#user-delegation-sas,https://learn.microsoft.com/en-us/azure/storage/common/storage-sas-overview
can I use Azure SQL Server for iOS,https://learn.microsoft.com/en-us/azure/developer/mobile-apps/azure-mobile-apps/quickstarts/xamarin-ios/?pivots=vs2022-windows,https://learn.microsoft.com/en-us/azure/developer/mobile-apps/azure-mobile-apps/quickstarts/xamarin-ios
Choosing an Azure Synapse Option help,https://learn.microsoft.com/en-us/azure/synapse-analytics/database-designer/concepts-lake-database,https://learn.microsoft.com/en-us/azure/synapse-analytics/database-designer/concepts-lake-database
Patch verification about particular vulnerability on virtual machine,https://learn.microsoft.com/en-us/azure/update-manager/view-updates?tabs=singlevm-home%2Cat-scale-overview,https://learn.microsoft.com/en-us/azure/update-manager/view-updates
Issue with VirtualNetwork service tag when using UDR for routing via Azure Firewall,https://learn.microsoft.com/en-us/azure/virtual-network/service-tags-overview,https://learn.microsoft.com/en-us/azure/virtual-network/service-tags-overview
AVS ESXi Access,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/azure-vmware/eslz-management-and-monitoring,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/azure-vmware/eslz-management-and-monitoring
pricing for Waf protection bot matching in azure web application firewall,https://learn.microsoft.com/en-us/azure/application-gateway/understanding-pricing#v2-skus,https://learn.microsoft.com/en-us/azure/application-gateway/understanding-pricing
Storage event trigger is running twice when a single blob is created,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage?tabs=azure-portal,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage
Is it possible to install OS libraries in Apache Spark pool nodes?,https://learn.microsoft.com/en-us/azure/synapse-analytics/spark/apache-spark-manage-pool-packages,https://learn.microsoft.com/en-us/azure/synapse-analytics/spark/apache-spark-manage-pool-packages
Cannot delete Azure Firewall and other resources when free visual studio MSDN subscription disabled,https://learn.microsoft.com/en-us/azure/azure-portal/supportability/how-to-create-azure-support-request,https://learn.microsoft.com/en-us/azure/azure-portal/supportability/how-to-create-azure-support-request
Azure Virtual Gateway not resolving private DNS Zone,https://learn.microsoft.com/en-us/azure/private-link/private-endpoint-dns#on-premises-workloads-using-a-dns-forwarder,https://learn.microsoft.com/en-us/azure/private-link/private-endpoint-dns
Azure postgres to on premise postgres,https://learn.microsoft.com/en-us/azure/data-factory/connector-azure-database-for-postgresql,https://learn.microsoft.com/en-us/azure/data-factory/connector-azure-database-for-postgresql
Running Daily Jobs In Azure,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scenarios?pivots=programming-language-csharp#run-scheduled-tasks,https://learn.microsoft.com/en-us/azure/azure-functions/functions-scenarios
Can we update data in oracle database table using azure data factory/synapse. if not what other options we have to upsert data to oracle table using azure,https://learn.microsoft.com/en-us/azure/data-factory/connector-oracle?tabs=data-factory#oracle-as-sink,https://learn.microsoft.com/en-us/azure/data-factory/connector-oracle
Which Management API Version APIM will use if Enforce Minimum API Version is No,https://learn.microsoft.com/en-us/azure/api-management/breaking-changes/api-version-retirement-sep-2023,https://learn.microsoft.com/en-us/azure/api-management/breaking-changes/api-version-retirement-sep-2023
Understanding Azure Costs,https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/assign-access-acm-data#enable-access-to-costs-in-the-ea-portal,https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/assign-access-acm-data
Best Performance Counters for App Service Plan,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-performance-degradation,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-performance-degradation
s2s vpn between azure commercial cloud and Azure gov cloud,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-howto-vnet-vnet-resource-manager-portal#site-to-site-ipsec,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-howto-vnet-vnet-resource-manager-portal
Memory error when using blobfuse2 to make a new mount,https://learn.microsoft.com/en-us/azure/storage/blobs/storage-how-to-mount-container-linux?tabs=RHEL,https://learn.microsoft.com/en-us/azure/storage/blobs/storage-how-to-mount-container-linux
Cannot connect to Azure VDI with Remote Desktop client app,https://learn.microsoft.com/en-us/azure/virtual-desktop/authentication,https://learn.microsoft.com/en-us/azure/virtual-desktop/authentication
Partitioning in Azure SQL DB,https://learn.microsoft.com/en-us/azure/architecture/best-practices/data-partitioning-strategies,https://learn.microsoft.com/en-us/azure/architecture/best-practices/data-partitioning-strategies
How to Execute Performance Tests For Web Pages That Need Authentication,https://learn.microsoft.com/en-us/azure/load-testing/how-to-parameterize-load-tests?wt.mc_id=AZ-MVP-5005255,https://learn.microsoft.com/en-us/azure/load-testing/how-to-parameterize-load-tests
How to successfully migrate Azure Function Apps to use deployment slots,https://learn.microsoft.com/en-us/azure/azure-functions/functions-deployment-slots?tabs=azure-portal#manage-deployment-slots,https://learn.microsoft.com/en-us/azure/azure-functions/functions-deployment-slots
Azure Blob Storage not connecting with App Service,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-http-502-http-503,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-http-502-http-503
Pushing docker image to ACR,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-tasks-overview#what-is-acr-tasks,https://learn.microsoft.com/en-us/azure/container-registry/container-registry-tasks-overview
Azure Hyperscale (i.e Citus) (now Azure cosmosDB) to stop support for Posgresql 11 in Nov'23 - what this means for customers like us ?,https://learn.microsoft.com/en-us/azure/cosmos-db/postgresql/reference-versions,https://learn.microsoft.com/en-us/azure/cosmos-db/postgresql/reference-versions
connection  between Azure data factory and IAAS SQL server,https://learn.microsoft.com/en-us/azure/data-factory/azure-integration-runtime-ip-addresses,https://learn.microsoft.com/en-us/azure/data-factory/azure-integration-runtime-ip-addresses
How to read Excel in Sharepoint in Azure Functions and send email in Azure Functions using Python,https://learn.microsoft.com/en-us/azure/app-service/overview-managed-identity?tabs=portal%2Cdotnet#add-a-system-assigned-identity,https://learn.microsoft.com/en-us/azure/app-service/overview-managed-identity
What is the benefit of data disk when build up a Azure virtual Desktop?,https://learn.microsoft.com/en-us/azure/virtual-machines/managed-disks-overview,https://learn.microsoft.com/en-us/azure/virtual-machines/managed-disks-overview
Azure VPN logs - for how long are they kept and how to query?,https://learn.microsoft.com/en-us/azure/vpn-gateway/troubleshoot-vpn-with-azure-diagnostics#GatewayDiagnosticLog,https://learn.microsoft.com/en-us/azure/vpn-gateway/troubleshoot-vpn-with-azure-diagnostics
Detail about TLS1.2 encryption in ADF,https://learn.microsoft.com/en-us/azure/data-factory/data-movement-security-considerations#data-encryption-in-transit,https://learn.microsoft.com/en-us/azure/data-factory/data-movement-security-considerations
Block specific devices from Azure cloud apps,https://learn.microsoft.com/en-us/azure/active-directory/conditional-access/concept-condition-filters-for-devices,https://learn.microsoft.com/en-us/azure/active-directory/conditional-access/concept-condition-filters-for-devices
How to lookup the availability zone used for a storage account?,https://learn.microsoft.com/en-us/azure/reliability/migrate-storage,https://learn.microsoft.com/en-us/azure/reliability/migrate-storage
"Migration via VPN, Replication running ASR with DNS error",https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-name-resolution-for-vms-and-role-instances#vms-and-role-instances,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-name-resolution-for-vms-and-role-instances
Open AI support supportability,https://learn.microsoft.com/en-us/azure/cognitive-services/openai/concepts/models#gpt-3-models-1,https://learn.microsoft.com/en-us/azure/cognitive-services/openai/concepts/models
How to use cloudflare integrated with microsoft azure,https://learn.microsoft.com/en-us/azure/active-directory-b2c/partner-cloudflare,https://learn.microsoft.com/en-us/azure/active-directory-b2c/partner-cloudflare
What basic Azure monitoring and Alerts need to be configured before azure subscription assigned to user?,https://learn.microsoft.com/en-us/azure/azure-monitor/best-practices-plan,https://learn.microsoft.com/en-us/azure/azure-monitor/best-practices-plan
How to create VM using powershell ?,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/quick-create-powershell,https://learn.microsoft.com/en-us/azure/virtual-machines/windows/quick-create-powershell
File upload blocked at 800Kb,https://learn.microsoft.com/en-us/azure/application-gateway/proxy-buffers,https://learn.microsoft.com/en-us/azure/application-gateway/proxy-buffers
How to read azure web application settings from azure devops pipeline,https://learn.microsoft.com/en-us/azure/devops/pipelines/tasks/reference/azure-cli-v2?view=azure-pipelines,https://learn.microsoft.com/en-us/azure/devops/pipelines/tasks/reference/azure-cli-v2
limited gpu ram,https://learn.microsoft.com/en-us/azure/virtual-machines/nc-series,https://learn.microsoft.com/en-us/azure/virtual-machines/nc-series
What is the first step for Cloud adoption framework?,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/organize/cloud-strategy,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/organize/cloud-strategy
Connection closed to mongo after idle time (Node),https://learn.microsoft.com/en-us/azure/azure-functions/manage-connections,https://learn.microsoft.com/en-us/azure/azure-functions/manage-connections
Does APIM has a Queuing system?,https://learn.microsoft.com/en-us/azure/api-management/api-management-capacity,https://learn.microsoft.com/en-us/azure/api-management/api-management-capacity
Can you please give some real time examples of virtual network peering?,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview,https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview
in Azure ADF Data Flow used in a Pipeline passing date as string parameter : Job failed due to reason: com.microsoft.dataflow.Issues: DF-DSL-002 - Parameter stream  has parsing errors Parameter(s) with errors: df_delta_date. Not honoring the datatype,https://learn.microsoft.com/en-us/azure/data-factory/parameters-data-flow#use-parameters-in-a-mapping-data-flow,https://learn.microsoft.com/en-us/azure/data-factory/parameters-data-flow
open AI not working,https://learn.microsoft.com/en-us/azure/cognitive-services/openai/quickstart?tabs=command-line&pivots=programming-language-python,https://learn.microsoft.com/en-us/azure/cognitive-services/openai/quickstart
How to create Salesforce ADF Linked Service to connect to a Salesforce Sandbox instance,https://learn.microsoft.com/en-us/azure/data-factory/connector-salesforce?tabs=data-factory,https://learn.microsoft.com/en-us/azure/data-factory/connector-salesforce
How to transition from classic administrators to RBAC for a one-man shop?,https://learn.microsoft.com/en-us/azure/role-based-access-control/rbac-and-directory-admin-roles#classic-subscription-administrator-roles,https://learn.microsoft.com/en-us/azure/role-based-access-control/rbac-and-directory-admin-roles
How can Application Gateway be restored to its original configuration to include the original private IP,https://learn.microsoft.com/en-us/azure/azure-resource-manager/templates/export-template-portal,https://learn.microsoft.com/en-us/azure/azure-resource-manager/templates/export-template-portal
Monitor Logic App,https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/cost-mgt-alerts-monitor-usage-spending,https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/cost-mgt-alerts-monitor-usage-spending
How much Microsoft would have access to see code when using LLMs through the Azure Open AI APIs and what is the exposure in terms of attack surfaces from security standpoint,https://learn.microsoft.com/en-us/azure/ai-services/openai/encrypt-data-at-rest,https://learn.microsoft.com/en-us/azure/ai-services/openai/encrypt-data-at-rest
Unable To Delete Virtual Network and a Resource Group,https://learn.microsoft.com/en-us/azure/virtual-network/manage-subnet-delegation?tabs=manage-subnet-delegation-portal#remove-subnet-delegation-from-an-azure-service,https://learn.microsoft.com/en-us/azure/virtual-network/manage-subnet-delegation
"Auto tagging, labeling of office docx, xlsx document by Azure AI services",https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/concept-read?view=doc-intel-3.1.0#microsoft-office-and-html-text-extraction,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/concept-read
"I want to make a permanent backup in AZURE backup (that is, it is backed up only once and the backup remains in the vault and I can recover it for more than 5 years)",https://learn.microsoft.com/en-us/azure/azure-sql/database/long-term-backup-retention-configure?view=azuresql&tabs=portal,https://learn.microsoft.com/en-us/azure/azure-sql/database/long-term-backup-retention-configure
What are different input parameter types supported for different types of runbooks?,"https://learn.microsoft.com/en-us/azure/automation/runbook-input-parameters#:~:text=Note%20that%20PowerShell,in%20a%20runbook.",https://learn.microsoft.com/en-us/azure/automation/runbook-input-parameters
Availability and uptime report for Azure VMs,https://learn.microsoft.com/en-us/azure/azure-monitor/visualize/workbooks-overview,https://learn.microsoft.com/en-us/azure/azure-monitor/visualize/workbooks-overview
Is it possible to find current connection to the WAF (Application Gateway) with client IP?,https://learn.microsoft.com/en-us/azure/application-gateway/application-gateway-diagnostics#enable-logging-through-the-azure-portal,https://learn.microsoft.com/en-us/azure/application-gateway/application-gateway-diagnostics
how to understand the concepts of landing zones? How to segregate the azure resources into the 3 different levels of landing zones?,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/landing-zone/choose-landing-zone-option,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/landing-zone/choose-landing-zone-option
vCPU Clarification,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-gpu,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-gpu
Routing between Azure Virtual Network Gateway and On Premise LGW,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable#multiple-on-premises-vpn-devices,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable
Steps to copy a web app services from one tenant to another,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-limitations/app-service-move-limitations,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-limitations/app-service-move-limitations
Same appliance to migrate VMware and psysical servers (and Movere)?,https://learn.microsoft.com/en-us/azure/migrate/concepts-assessment-calculation,https://learn.microsoft.com/en-us/azure/migrate/concepts-assessment-calculation
Migrate SQL Servers Always-On AGs from On-premises to Azure,https://learn.microsoft.com/en-us/azure/azure-sql/migration-guides/virtual-machines/sql-server-availability-group-to-sql-on-azure-vm?view=azuresql,https://learn.microsoft.com/en-us/azure/azure-sql/migration-guides/virtual-machines/sql-server-availability-group-to-sql-on-azure-vm
choosing zone redundant while creating VPN gateway is good enough for High Availability?,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable#active-active-vpn-gateways,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-highlyavailable
Azure Managed disk performance analysis for SQL Server DB Backup,https://learn.microsoft.com/en-us/azure/virtual-machines/disks-performance,https://learn.microsoft.com/en-us/azure/virtual-machines/disks-performance
Azure OpenAI on your data API,https://learn.microsoft.com/en-us/azure/ai-services/openai/references/on-your-data?tabs=python,https://learn.microsoft.com/en-us/azure/ai-services/openai/references/on-your-data
ADF - CDC - enable and disable CDC tables during deployment,https://learn.microsoft.com/en-us/azure/azure-sql/database/change-data-capture-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/azure-sql/database/change-data-capture-overview
How to connect multiple VM's with firewall IP.,https://learn.microsoft.com/en-us/azure/load-balancer/tutorial-nat-rule-multi-instance-portal,https://learn.microsoft.com/en-us/azure/load-balancer/tutorial-nat-rule-multi-instance-portal
I am not able to login to my new VM,https://learn.microsoft.com/en-us/azure/vpn-gateway/about-vpn-profile-download#get,https://learn.microsoft.com/en-us/azure/vpn-gateway/about-vpn-profile-download
How to send an alert when have ping failure?,https://learn.microsoft.com/en-us/azure/azure-monitor/vm/monitor-virtual-machine-alerts,https://learn.microsoft.com/en-us/azure/azure-monitor/vm/monitor-virtual-machine-alerts
How safe is ExpressRoute Circuit over ExpressRouteDirect with MACSec enabled?,https://learn.microsoft.com/en-us/azure/expressroute/expressroute-about-encryption,https://learn.microsoft.com/en-us/azure/expressroute/expressroute-about-encryption
can I generate AI question based on my own data,https://learn.microsoft.com/en-us/azure/ai-services/openai/use-your-data-quickstart?tabs=command-line&pivots=programming-language-studio,https://learn.microsoft.com/en-us/azure/ai-services/openai/use-your-data-quickstart
Does azurerm_management_lock  works for blobs and container,https://learn.microsoft.com/en-us/azure/storage/blobs/data-protection-overview,https://learn.microsoft.com/en-us/azure/storage/blobs/data-protection-overview
Create a login page with more identity providers using authentication service.,https://learn.microsoft.com/en-us/azure/app-service/scenario-secure-app-authentication-app-service,https://learn.microsoft.com/en-us/azure/app-service/scenario-secure-app-authentication-app-service
What are the use cases of Azure IoT Operations?,https://learn.microsoft.com/en-us/azure/iot-operations/get-started/overview-iot-operations,https://learn.microsoft.com/en-us/azure/iot-operations/get-started/overview-iot-operations
How to mitigate NGNIX container which is missing DNS resolver,https://learn.microsoft.com/en-us/azure/application-gateway/tutorial-ingress-controller-add-on-new,https://learn.microsoft.com/en-us/azure/application-gateway/tutorial-ingress-controller-add-on-new
"graphics of ""Apply role-based access control""",https://learn.microsoft.com/en-us/azure/role-based-access-control/rbac-and-directory-admin-roles,https://learn.microsoft.com/en-us/azure/role-based-access-control/rbac-and-directory-admin-roles
My subscription is cancelled but it looks like Costs are still growing,https://learn.microsoft.com/en-us/azure/cost-management-billing/manage/cancel-azure-subscription,https://learn.microsoft.com/en-us/azure/cost-management-billing/manage/cancel-azure-subscription
How to advertise routes between two express route connected to the same vnet gateway,https://learn.microsoft.com/en-us/azure/expressroute/expressroute-faqs#globalreach,https://learn.microsoft.com/en-us/azure/expressroute/expressroute-faqs
How to Connect two Azure sql Db's without whitelisting ip's in firewall,https://learn.microsoft.com/en-us/azure/azure-sql/database/private-endpoint-overview?view=azuresql,https://learn.microsoft.com/en-us/azure/azure-sql/database/private-endpoint-overview
Different egress points for prod and non-prod using virtual wan,https://learn.microsoft.com/en-us/azure/virtual-wan/scenario-isolate-vnets-custom,https://learn.microsoft.com/en-us/azure/virtual-wan/scenario-isolate-vnets-custom
Azure API Management in Internal VNet Injection Mode - DNS and Custom Domain Requirements,https://learn.microsoft.com/en-us/azure/api-management/api-management-using-with-internal-vnet?tabs=stv2#force-tunnel-traffic-to-on-premises-firewall-using-expressroute-or-network-virtual-appliance,https://learn.microsoft.com/en-us/azure/api-management/api-management-using-with-internal-vnet
Stop POSTMAN from Accessing API in Azure API Management Service,https://learn.microsoft.com/en-us/azure/api-management/api-management-howto-protect-backend-with-aad,https://learn.microsoft.com/en-us/azure/api-management/api-management-howto-protect-backend-with-aad
Image Service Content Moderation,https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/concept-shelf-analysis,https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/concept-shelf-analysis
Issue while downloading from BLob from the Azure storage using Azure Identity,https://learn.microsoft.com/en-us/azure/storage/blobs/storage-quickstart-blobs-java?tabs=powershell%2Cmanaged-identity%2Croles-azure-portal%2Csign-in-azure-cli&pivots=blob-storage-quickstart-scratch,https://learn.microsoft.com/en-us/azure/storage/blobs/storage-quickstart-blobs-java
What are the steps and the procedure for VNET peering to avoid bringing down the entire network?,https://learn.microsoft.com/en-us/azure/architecture/reference-architectures/hybrid-networking/hub-spoke?tabs=cli#spoke-connections-to-remote-networks-through-a-hub-gateway,https://learn.microsoft.com/en-us/azure/architecture/reference-architectures/hybrid-networking/hub-spoke
Upgrade from Basic to Standard SKU public IP addresses in Azure by 30 September 2025,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-about-skus-legacy#sku-deprecation,https://learn.microsoft.com/en-us/azure/vpn-gateway/vpn-gateway-about-skus-legacy
CNAME record for a verified custom domain,https://learn.microsoft.com/en-us/azure/app-service/configure-ssl-certificate?tabs=apex,https://learn.microsoft.com/en-us/azure/app-service/configure-ssl-certificate
Unable to import OpenAPI spec into API management services,https://learn.microsoft.com/en-us/azure/api-management/api-management-api-import-restrictions,https://learn.microsoft.com/en-us/azure/api-management/api-management-api-import-restrictions
About AVD MFA login,https://learn.microsoft.com/en-us/azure/virtual-desktop/set-up-mfa#azure-ad-joined-session-host-vms,https://learn.microsoft.com/en-us/azure/virtual-desktop/set-up-mfa
How are the RUs calculated for search based on non-partition key?,https://learn.microsoft.com/en-us/azure/cosmos-db/optimize-cost-reads-writes,https://learn.microsoft.com/en-us/azure/cosmos-db/optimize-cost-reads-writes
SHIR issue from ADF,https://learn.microsoft.com/en-us/azure/data-factory/create-self-hosted-integration-runtime?tabs=data-factory#ports-and-firewalls,https://learn.microsoft.com/en-us/azure/data-factory/create-self-hosted-integration-runtime
does Azure OpenAI Service have any Rest API  to upload training data to data model,https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/fine-tuning?pivots=rest-api,https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/fine-tuning
Despite West Europe and Invitation Mail from Microsoft ChatGPT not available in WEST EUROPE,https://learn.microsoft.com/en-us/azure/cognitive-services/openai/concepts/models#gpt-3-models-1,https://learn.microsoft.com/en-us/azure/cognitive-services/openai/concepts/models
Provider Type Deletion in APIM Developer Portal,https://learn.microsoft.com/en-us/azure/api-management/developer-portal-basic-authentication#delete-the-username-and-password-provider,https://learn.microsoft.com/en-us/azure/api-management/developer-portal-basic-authentication
RTO and RPO for AKS Cluster,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/app-platform/aks/management#design-considerations-1,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/scenarios/app-platform/aks/management
Correction of blob index tags,https://learn.microsoft.com/en-us/azure/storage/blobs/storage-blob-index-how-to?tabs=azure-portal#get-set-and-update-blob-index-tags,https://learn.microsoft.com/en-us/azure/storage/blobs/storage-blob-index-how-to
Classic pipeline,https://learn.microsoft.com/en-us/azure/machine-learning/concept-designer?view=azureml-api-2,https://learn.microsoft.com/en-us/azure/machine-learning/concept-designer
About user's contact when there were problems,https://learn.microsoft.com/en-us/azure/azure-monitor/alerts/action-groups,https://learn.microsoft.com/en-us/azure/azure-monitor/alerts/action-groups
Multiple OpenAI deployments in same region for reliability,https://learn.microsoft.com/en-us/azure/ai-services/openai/quotas-limits#quotas-and-limits-reference,https://learn.microsoft.com/en-us/azure/ai-services/openai/quotas-limits
Cost Management not enabled for subscription users,https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/assign-access-acm-data#enable-access-to-costs-in-the-azure-portal,https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/assign-access-acm-data
Is Application gateway with WAF send outbound traffic to internet?,https://learn.microsoft.com/en-us/azure/architecture/example-scenario/gateway/firewall-application-gateway#firewall-and-application-gateway-in-parallel,https://learn.microsoft.com/en-us/azure/architecture/example-scenario/gateway/firewall-application-gateway
Synapse Analytics Dedicated SQL Pool memory consumption by query,https://learn.microsoft.com/en-us/azure/synapse-analytics/sql-data-warehouse/sql-data-warehouse-manage-monitor,https://learn.microsoft.com/en-us/azure/synapse-analytics/sql-data-warehouse/sql-data-warehouse-manage-monitor
Can we upload bulk items in cosmos db table,https://learn.microsoft.com/en-us/azure/cosmos-db/nosql/tutorial-dotnet-bulk-import,https://learn.microsoft.com/en-us/azure/cosmos-db/nosql/tutorial-dotnet-bulk-import
What is the minimum number of physical partitions that will be created for  autoscale?,https://learn.microsoft.com/en-us/azure/cosmos-db/partitioning-overview,https://learn.microsoft.com/en-us/azure/cosmos-db/partitioning-overview
Azure Managed Instance Database Recovery,https://learn.microsoft.com/en-us/azure/azure-sql/managed-instance/recovery-using-backups?view=azuresql&tabs=azure-portal,https://learn.microsoft.com/en-us/azure/azure-sql/managed-instance/recovery-using-backups
"Migrate SQL on-premise  solutions lift & shift , Azure Backup support backup SQL or not.",https://learn.microsoft.com/en-us/azure/backup/tutorial-sql-backup,https://learn.microsoft.com/en-us/azure/backup/tutorial-sql-backup
What is 'Azure Databricks Regional' cost subcategory in Azure Cost management?,https://learn.microsoft.com/en-us/azure/databricks/resources/supported-regions#--supported-regions-list,https://learn.microsoft.com/en-us/azure/databricks/resources/supported-regions
